Time,Time(ms),North China.Guyuan/ Bus 4 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Bus 5 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 35kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 35kV Side/ Positive -Sequence Voltage Magnitude
2023/09/17_02:12:48.460,460,227.154,227.14,525.108,227.14,35.9455,524.635,227.019,35.9273
2023/09/17_02:12:48.480,480,227.147,227.14,525.093,227.14,35.9444,524.62,227.019,35.9262
2023/09/17_02:12:48.500,500,227.154,227.154,525.124,227.147,35.9465,524.651,227.026,35.9273
2023/09/17_02:12:48.520,520,227.167,227.16,525.139,227.16,35.9497,524.681,227.039,35.9305
2023/09/17_02:12:48.540,540,227.18,227.174,525.169,227.167,35.9519,524.712,227.06,35.9337
2023/09/17_02:12:48.560,560,227.187,227.174,525.2,227.174,35.9519,524.727,227.06,35.9326
2023/09/17_02:12:48.580,580,227.187,227.174,525.185,227.174,35.9508,524.727,227.06,35.9316
2023/09/17_02:12:48.600,600,227.187,227.174,525.185,227.174,35.9519,524.712,227.06,35.9326
2023/09/17_02:12:48.620,620,227.194,227.187,525.2,227.18,35.954,524.727,227.066,35.9348
2023/09/17_02:12:48.640,640,227.2,227.194,525.215,227.194,35.954,524.742,227.08,35.9369
2023/09/17_02:12:48.660,660,227.207,227.2,525.246,227.2,35.9551,524.773,227.086,35.9369
2023/09/17_02:12:48.680,680,227.214,227.207,525.261,227.207,35.9572,524.788,227.093,35.9391
2023/09/17_02:12:48.700,700,227.214,227.207,525.246,227.207,35.9572,524.758,227.093,35.9391
2023/09/17_02:12:48.720,720,227.2,227.187,525.231,227.187,35.954,524.742,227.08,35.9369
2023/09/17_02:12:48.740,740,227.207,227.194,525.246,227.194,35.9551,524.758,227.08,35.9369
2023/09/17_02:12:48.760,760,227.214,227.207,525.261,227.207,35.9572,524.788,227.093,35.9391
2023/09/17_02:12:48.780,780,227.221,227.207,525.261,227.207,35.9572,524.788,227.093,35.9391
2023/09/17_02:12:48.800,800,227.214,227.207,525.261,227.207,35.9583,524.773,227.093,35.9401
2023/09/17_02:12:48.820,820,227.207,227.194,525.246,227.2,35.9572,524.758,227.086,35.9391
2023/09/17_02:12:48.840,840,227.2,227.194,525.231,227.194,35.9551,524.758,227.08,35.9369
2023/09/17_02:12:48.860,860,227.2,227.187,525.231,227.194,35.954,524.758,227.08,35.9358
2023/09/17_02:12:48.880,880,227.2,227.187,525.231,227.187,35.954,524.758,227.073,35.9369
2023/09/17_02:12:48.900,900,227.221,227.2,525.246,227.2,35.9572,524.788,227.093,35.9391
2023/09/17_02:12:48.920,920,227.234,227.221,525.292,227.221,35.9604,524.834,227.113,35.9401
2023/09/17_02:12:48.940,940,227.241,227.221,525.307,227.227,35.9604,524.834,227.113,35.9412
2023/09/17_02:12:48.960,960,227.234,227.214,525.276,227.221,35.9604,524.803,227.106,35.9423
2023/09/17_02:12:48.980,980,227.234,227.221,525.276,227.227,35.9615,524.819,227.106,35.9433
2023/09/17_02:12:49.0,0,227.241,227.234,525.307,227.241,35.9626,524.849,227.12,35.9444
2023/09/17_02:12:49.20,20,227.247,227.241,525.322,227.234,35.9626,524.849,227.127,35.9444
2023/09/17_02:12:49.40,40,227.234,227.227,525.307,227.221,35.9604,524.834,227.113,35.9423
2023/09/17_02:12:49.60,60,227.227,227.221,525.292,227.221,35.9594,524.803,227.106,35.9412
2023/09/17_02:12:49.80,80,227.234,227.227,525.292,227.227,35.9604,524.803,227.106,35.9423
2023/09/17_02:12:49.100,100,227.234,227.221,525.276,227.227,35.9604,524.803,227.106,35.9423
2023/09/17_02:12:49.120,120,227.227,227.214,525.261,227.214,35.9583,524.788,227.1,35.9401
2023/09/17_02:12:49.140,140,227.221,227.214,525.276,227.214,35.9583,524.803,227.1,35.9391
2023/09/17_02:12:49.160,160,227.16,227.16,525.261,227.154,35.9476,524.773,227.033,35.9294
2023/09/17_02:12:49.180,180,227.154,227.147,525.276,227.147,35.9455,524.788,227.026,35.9273
2023/09/17_02:12:49.200,200,227.227,227.221,525.353,227.221,35.9594,524.864,227.106,35.9401
2023/09/17_02:12:49.220,220,227.254,227.247,525.383,227.254,35.9636,524.895,227.14,35.9455
2023/09/17_02:12:49.240,240,227.254,227.247,525.353,227.247,35.9636,524.88,227.133,35.9444
2023/09/17_02:12:49.260,260,227.241,227.227,525.307,227.227,35.9615,524.834,227.113,35.9423
2023/09/17_02:12:49.280,280,227.227,227.214,525.276,227.221,35.9604,524.819,227.106,35.9412
2023/09/17_02:12:49.300,300,227.227,227.214,525.276,227.221,35.9594,524.819,227.106,35.9412
2023/09/17_02:12:49.320,320,227.227,227.214,525.261,227.214,35.9594,524.803,227.1,35.9401
2023/09/17_02:12:49.340,340,227.227,227.221,525.261,227.214,35.9594,524.803,227.1,35.9391
2023/09/17_02:12:49.360,360,227.234,227.227,525.292,227.221,35.9604,524.819,227.106,35.9412
2023/09/17_02:12:49.380,380,227.241,227.234,525.322,227.227,35.9615,524.834,227.113,35.9423
2023/09/17_02:12:49.400,400,227.247,227.234,525.322,227.234,35.9615,524.834,227.12,35.9423
2023/09/17_02:12:49.420,420,227.241,227.227,525.307,227.234,35.9604,524.819,227.12,35.9412
2023/09/17_02:12:49.440,440,227.221,227.214,525.261,227.214,35.9572,524.788,227.1,35.938
2023/09/17_02:12:49.460,460,227.214,227.2,525.246,227.2,35.9561,524.758,227.086,35.938
2023/09/17_02:12:49.480,480,227.214,227.207,525.246,227.207,35.9561,524.758,227.086,35.938
2023/09/17_02:12:49.500,500,227.214,227.207,525.231,227.2,35.9572,524.742,227.093,35.938
2023/09/17_02:12:49.520,520,227.214,227.2,525.215,227.194,35.9561,524.727,227.086,35.938
2023/09/17_02:12:49.540,540,227.207,227.194,525.215,227.194,35.9561,524.727,227.08,35.9369
2023/09/17_02:12:49.560,560,227.214,227.2,525.231,227.2,35.9561,524.742,227.086,35.938
2023/09/17_02:12:49.580,580,227.221,227.214,525.246,227.214,35.9572,524.773,227.1,35.9391
2023/09/17_02:12:49.600,600,227.1,227.106,525.124,227.093,35.9369,524.666,226.986,35.9198
2023/09/17_02:12:49.620,620,227.033,227.033,525.047,227.019,35.9252,524.59,226.919,35.9059
2023/09/17_02:12:49.640,640,227.127,227.127,525.139,227.12,35.9412,524.666,227.013,35.9209
2023/09/17_02:12:49.660,660,227.174,227.167,525.2,227.167,35.9497,524.727,227.06,35.9316
2023/09/17_02:12:49.680,680,227.187,227.167,525.185,227.174,35.9508,524.712,227.06,35.9326
2023/09/17_02:12:49.700,700,227.18,227.16,525.154,227.174,35.9508,524.681,227.053,35.9326
2023/09/17_02:12:49.720,720,227.167,227.16,525.154,227.16,35.9497,524.681,227.046,35.9316
2023/09/17_02:12:49.740,740,227.167,227.16,525.154,227.154,35.9476,524.681,227.046,35.9294
2023/09/17_02:12:49.760,760,227.174,227.167,525.154,227.16,35.9487,524.681,227.053,35.9305
2023/09/17_02:12:49.780,780,227.18,227.167,525.154,227.167,35.9497,524.681,227.053,35.9316
2023/09/17_02:12:49.800,800,227.18,227.167,525.154,227.167,35.9497,524.681,227.06,35.9326
2023/09/17_02:12:49.820,820,227.187,227.18,525.169,227.18,35.9508,524.696,227.066,35.9337
2023/09/17_02:12:49.840,840,227.194,227.18,525.2,227.187,35.9519,524.727,227.08,35.9337
2023/09/17_02:12:49.860,860,227.187,227.18,525.2,227.18,35.9519,524.712,227.073,35.9337
2023/09/17_02:12:49.880,880,227.18,227.174,525.185,227.174,35.9508,524.696,227.053,35.9326
2023/09/17_02:12:49.900,900,227.18,227.174,525.169,227.167,35.9497,524.681,227.053,35.9326
2023/09/17_02:12:49.920,920,227.187,227.174,525.185,227.174,35.9519,524.696,227.06,35.9337
2023/09/17_02:12:49.940,940,227.2,227.187,525.215,227.187,35.9529,524.727,227.073,35.9348
2023/09/17_02:12:49.960,960,227.194,227.18,525.215,227.187,35.9529,524.727,227.073,35.9348
2023/09/17_02:12:49.980,980,227.194,227.18,525.185,227.18,35.954,524.712,227.066,35.9358
2023/09/17_02:12:50.0,0,227.194,227.187,525.185,227.187,35.954,524.712,227.073,35.9358
2023/09/17_02:12:50.20,20,227.187,227.18,525.185,227.18,35.9519,524.727,227.066,35.9326
2023/09/17_02:12:50.40,40,227.18,227.167,525.185,227.167,35.9508,524.727,227.06,35.9326
2023/09/17_02:12:50.60,60,227.174,227.167,525.185,227.167,35.9519,524.712,227.06,35.9326
2023/09/17_02:12:50.80,80,227.187,227.174,525.185,227.174,35.9529,524.727,227.066,35.9348
2023/09/17_02:12:50.100,100,227.194,227.18,525.185,227.18,35.9529,524.727,227.073,35.9348
2023/09/17_02:12:50.120,120,227.187,227.174,525.185,227.174,35.9519,524.712,227.066,35.9337
2023/09/17_02:12:50.140,140,227.167,227.16,525.169,227.16,35.9497,524.666,227.053,35.9316
2023/09/17_02:12:50.160,160,227.167,227.16,525.154,227.16,35.9497,524.666,227.046,35.9316
2023/09/17_02:12:50.180,180,227.18,227.167,525.154,227.167,35.9519,524.666,227.053,35.9326
2023/09/17_02:12:50.200,200,227.194,227.187,525.185,227.187,35.954,524.696,227.066,35.9348
2023/09/17_02:12:50.220,220,227.2,227.2,525.2,227.2,35.9561,524.727,227.08,35.9369
2023/09/17_02:12:50.240,240,227.207,227.2,525.231,227.2,35.9561,524.727,227.086,35.938
2023/09/17_02:12:50.260,260,227.2,227.194,525.215,227.194,35.9561,524.727,227.073,35.9369
2023/09/17_02:12:50.280,280,227.194,227.187,525.2,227.187,35.954,524.727,227.073,35.9348
2023/09/17_02:12:50.300,300,227.2,227.187,525.2,227.187,35.954,524.727,227.073,35.9348
2023/09/17_02:12:50.320,320,227.187,227.18,525.185,227.174,35.9529,524.712,227.06,35.9326
2023/09/17_02:12:50.340,340,227.174,227.16,525.154,227.167,35.9497,524.666,227.053,35.9305
2023/09/17_02:12:50.360,360,227.167,227.16,525.124,227.154,35.9497,524.651,227.046,35.9294
2023/09/17_02:12:50.380,380,227.16,227.154,525.124,227.147,35.9487,524.651,227.039,35.9294
2023/09/17_02:12:50.400,400,227.154,227.147,525.108,227.147,35.9476,524.635,227.033,35.9294
2023/09/17_02:12:50.420,420,227.16,227.147,525.108,227.147,35.9476,524.635,227.033,35.9294
2023/09/17_02:12:50.440,440,227.167,227.167,525.124,227.154,35.9497,524.651,227.046,35.9316
2023/09/17_02:12:50.460,460,227.147,227.14,525.108,227.14,35.9476,524.651,227.026,35.9294
2023/09/17_02:12:50.480,480,227.08,227.073,525.063,227.08,35.9337,524.605,226.959,35.9145
2023/09/17_02:12:50.500,500,227.113,227.1,525.108,227.106,35.9391,524.635,226.986,35.9177
2023/09/17_02:12:50.520,520,227.167,227.154,525.124,227.16,35.9508,524.651,227.039,35.9316
2023/09/17_02:12:50.540,540,227.154,227.14,525.093,227.14,35.9476,524.62,227.026,35.9294
2023/09/17_02:12:50.560,560,227.147,227.133,525.108,227.133,35.9455,524.635,227.019,35.9262
2023/09/17_02:12:50.580,580,227.154,227.14,525.108,227.14,35.9444,524.635,227.026,35.9262
2023/09/17_02:12:50.600,600,227.174,227.16,525.139,227.16,35.9487,524.666,227.046,35.9316
2023/09/17_02:12:50.620,620,227.187,227.174,525.154,227.174,35.9508,524.681,227.06,35.9337
2023/09/17_02:12:50.640,640,227.18,227.167,525.154,227.167,35.9508,524.681,227.053,35.9316
2023/09/17_02:12:50.660,660,227.174,227.167,525.154,227.167,35.9487,524.696,227.046,35.9294
2023/09/17_02:12:50.680,680,227.174,227.167,525.154,227.16,35.9476,524.681,227.046,35.9294
2023/09/17_02:12:50.700,700,227.187,227.18,525.169,227.174,35.9519,524.696,227.06,35.9326
2023/09/17_02:12:50.720,720,227.194,227.187,525.185,227.187,35.9529,524.712,227.066,35.9348
2023/09/17_02:12:50.740,740,227.2,227.194,525.185,227.187,35.9529,524.727,227.073,35.9358
2023/09/17_02:12:50.760,760,227.2,227.2,525.2,227.194,35.954,524.742,227.08,35.9358
2023/09/17_02:12:50.780,780,227.2,227.2,525.215,227.194,35.954,524.727,227.08,35.9358
2023/09/17_02:12:50.800,800,227.2,227.194,525.215,227.194,35.9529,524.727,227.08,35.9348
2023/09/17_02:12:50.820,820,227.207,227.187,525.2,227.194,35.9519,524.712,227.08,35.9348
2023/09/17_02:12:50.840,840,227.214,227.194,525.215,227.2,35.954,524.727,227.086,35.9358
2023/09/17_02:12:50.860,860,227.221,227.207,525.231,227.207,35.9551,524.742,227.1,35.9369
2023/09/17_02:12:50.880,880,227.221,227.207,525.231,227.2,35.9561,524.727,227.093,35.938
2023/09/17_02:12:50.900,900,227.16,227.147,525.154,227.147,35.9476,524.651,227.033,35.9305
2023/09/17_02:12:50.920,920,227.046,227.039,525.063,227.046,35.9252,524.574,226.925,35.9059
2023/09/17_02:12:50.940,940,227.08,227.066,525.078,227.073,35.9305,524.59,226.966,35.9091
2023/09/17_02:12:50.960,960,227.147,227.14,525.093,227.147,35.9465,524.605,227.033,35.9284
2023/09/17_02:12:50.980,980,227.147,227.133,525.063,227.14,35.9444,524.59,227.019,35.9262
2023/09/17_02:12:51.0,0,227.16,227.147,525.093,227.147,35.9455,524.635,227.033,35.9273
2023/09/17_02:12:51.20,20,227.174,227.154,525.108,227.16,35.9465,524.651,227.039,35.9284
2023/09/17_02:12:51.40,40,227.16,227.147,525.093,227.147,35.9444,524.635,227.033,35.9284
2023/09/17_02:12:51.60,60,227.14,227.127,525.047,227.127,35.9433,524.59,227.019,35.9262
2023/09/17_02:12:51.80,80,227.14,227.127,525.047,227.127,35.9433,524.59,227.019,35.9252
2023/09/17_02:12:51.100,100,227.147,227.133,525.063,227.133,35.9444,524.59,227.026,35.9252
2023/09/17_02:12:51.120,120,227.14,227.133,525.047,227.14,35.9444,524.59,227.019,35.9252
2023/09/17_02:12:51.140,140,227.147,227.14,525.063,227.14,35.9455,524.574,227.019,35.9273
2023/09/17_02:12:51.160,160,227.154,227.14,525.063,227.14,35.9465,524.574,227.026,35.9273
2023/09/17_02:12:51.180,180,227.154,227.14,525.063,227.14,35.9455,524.59,227.026,35.9262
2023/09/17_02:12:51.200,200,227.154,227.14,525.063,227.14,35.9455,524.59,227.026,35.9273
2023/09/17_02:12:51.220,220,227.16,227.147,525.063,227.147,35.9476,524.59,227.033,35.9294
2023/09/17_02:12:51.240,240,227.16,227.147,525.063,227.147,35.9487,524.59,227.026,35.9294
2023/09/17_02:12:51.260,260,227.16,227.147,525.063,227.147,35.9476,524.59,227.026,35.9284
2023/09/17_02:12:51.280,280,227.154,227.147,525.078,227.14,35.9476,524.605,227.033,35.9273
2023/09/17_02:12:51.300,300,227.154,227.147,525.093,227.147,35.9465,524.62,227.033,35.9273
2023/09/17_02:12:51.320,320,227.167,227.154,525.093,227.147,35.9487,524.62,227.039,35.9294
2023/09/17_02:12:51.340,340,227.167,227.154,525.078,227.154,35.9487,524.62,227.046,35.9305
2023/09/17_02:12:51.360,360,227.147,227.14,525.047,227.14,35.9455,524.59,227.026,35.9273
2023/09/17_02:12:51.380,380,227.14,227.133,525.047,227.133,35.9455,524.59,227.019,35.9262
2023/09/17_02:12:51.400,400,227.147,227.14,525.063,227.14,35.9465,524.59,227.026,35.9273
2023/09/17_02:12:51.420,420,227.14,227.133,525.047,227.133,35.9455,524.559,227.019,35.9273
2023/09/17_02:12:51.440,440,227.14,227.133,525.047,227.133,35.9455,524.559,227.019,35.9273
2023/09/17_02:12:51.460,460,227.14,227.127,525.047,227.133,35.9444,524.544,227.019,35.9262
2023/09/17_02:12:51.480,480,227.127,227.113,525.002,227.113,35.9423,524.513,227.006,35.923
2023/09/17_02:12:51.500,500,227.12,227.113,524.986,227.113,35.9423,524.513,226.999,35.923
2023/09/17_02:12:51.520,520,227.127,227.113,525.002,227.12,35.9423,524.513,227.006,35.9241
2023/09/17_02:12:51.540,540,227.127,227.113,525.017,227.113,35.9423,524.513,227.006,35.923
2023/09/17_02:12:51.560,560,227.14,227.127,525.047,227.133,35.9444,524.559,227.013,35.9262
2023/09/17_02:12:51.580,580,227.14,227.127,525.047,227.133,35.9444,524.559,227.013,35.9273
2023/09/17_02:12:51.600,600,227.12,227.106,525.002,227.113,35.9412,524.513,226.999,35.9241
2023/09/17_02:12:51.620,620,227.106,227.093,524.956,227.093,35.9391,524.483,226.986,35.9209
2023/09/17_02:12:51.640,640,227.113,227.1,524.956,227.093,35.9401,524.483,226.986,35.9209
2023/09/17_02:12:51.660,660,227.127,227.113,525.002,227.113,35.9412,524.513,226.999,35.923
2023/09/17_02:12:51.680,680,227.127,227.113,525.002,227.12,35.9423,524.529,226.999,35.9241
2023/09/17_02:12:51.700,700,227.133,227.12,525.002,227.12,35.9433,524.544,227.006,35.9252
2023/09/17_02:12:51.720,720,227.147,227.133,525.032,227.133,35.9465,524.59,227.026,35.9273
2023/09/17_02:12:51.740,740,227.154,227.14,525.063,227.14,35.9465,524.59,227.026,35.9284
2023/09/17_02:12:51.760,760,227.14,227.133,525.063,227.133,35.9444,524.59,227.019,35.9262
2023/09/17_02:12:51.780,780,227.033,227.026,524.971,227.026,35.9252,524.498,226.912,35.9059
2023/09/17_02:12:51.800,800,226.992,226.972,524.91,226.979,35.9177,524.422,226.865,35.8985
2023/09/17_02:12:51.820,820,227.086,227.066,524.986,227.08,35.9348,524.483,226.959,35.9145
2023/09/17_02:12:51.840,840,227.127,227.113,525.032,227.113,35.9401,524.544,226.999,35.9198
2023/09/17_02:12:51.860,860,227.127,227.12,525.032,227.12,35.9401,524.544,226.999,35.9209
2023/09/17_02:12:51.880,880,227.12,227.106,525.002,227.113,35.9401,524.513,226.992,35.9209
2023/09/17_02:12:51.900,900,227.12,227.106,524.986,227.113,35.9412,524.513,226.992,35.922
2023/09/17_02:12:51.920,920,227.133,227.12,525.002,227.12,35.9423,524.529,226.999,35.9241
2023/09/17_02:12:51.940,940,227.127,227.113,524.986,227.113,35.9412,524.529,226.992,35.923
2023/09/17_02:12:51.960,960,227.12,227.106,524.971,227.106,35.9401,524.513,226.992,35.922
2023/09/17_02:12:51.980,980,227.127,227.113,525.002,227.113,35.9423,524.529,227.006,35.923
2023/09/17_02:12:52.0,0,227.14,227.127,525.032,227.127,35.9423,524.574,227.013,35.9252
2023/09/17_02:12:52.20,20,227.147,227.14,525.047,227.14,35.9433,524.574,227.019,35.9252
2023/09/17_02:12:52.40,40,227.16,227.147,525.063,227.147,35.9455,524.574,227.033,35.9262
2023/09/17_02:12:52.60,60,227.16,227.14,525.078,227.147,35.9465,524.59,227.033,35.9284
2023/09/17_02:12:52.80,80,227.167,227.154,525.108,227.16,35.9476,524.62,227.046,35.9305
2023/09/17_02:12:52.100,100,227.18,227.174,525.139,227.174,35.9508,524.651,227.066,35.9316
2023/09/17_02:12:52.120,120,227.187,227.174,525.124,227.174,35.9508,524.635,227.066,35.9326
2023/09/17_02:12:52.140,140,227.167,227.16,525.093,227.16,35.9476,524.59,227.046,35.9294
2023/09/17_02:12:52.160,160,227.154,227.147,525.078,227.147,35.9465,524.574,227.026,35.9284
2023/09/17_02:12:52.180,180,227.167,227.16,525.108,227.16,35.9476,524.62,227.039,35.9305
2023/09/17_02:12:52.200,200,227.18,227.174,525.139,227.174,35.9497,524.651,227.06,35.9316
2023/09/17_02:12:52.220,220,227.08,227.066,525.063,227.073,35.9305,524.59,226.959,35.9123
2023/09/17_02:12:52.240,240,227.039,227.033,525.032,227.033,35.9252,524.559,226.919,35.9059
2023/09/17_02:12:52.260,260,227.14,227.14,525.124,227.14,35.9444,524.651,227.026,35.9241
2023/09/17_02:12:52.280,280,227.187,227.18,525.169,227.18,35.9508,524.696,227.066,35.9316
2023/09/17_02:12:52.300,300,227.194,227.187,525.169,227.187,35.9519,524.696,227.073,35.9326
2023/09/17_02:12:52.320,320,227.194,227.18,525.154,227.18,35.9529,524.681,227.066,35.9337
2023/09/17_02:12:52.340,340,227.18,227.174,525.139,227.167,35.9519,524.651,227.053,35.9326
2023/09/17_02:12:52.360,360,227.167,227.16,525.139,227.16,35.9497,524.651,227.046,35.9294
2023/09/17_02:12:52.380,380,227.174,227.167,525.139,227.167,35.9497,524.666,227.053,35.9305
2023/09/17_02:12:52.400,400,227.18,227.167,525.139,227.167,35.9508,524.666,227.06,35.9316
2023/09/17_02:12:52.420,420,227.187,227.174,525.139,227.18,35.9529,524.651,227.066,35.9337
2023/09/17_02:12:52.440,440,227.2,227.187,525.169,227.194,35.9551,524.681,227.08,35.9358
2023/09/17_02:12:52.460,460,227.214,227.194,525.185,227.2,35.9561,524.712,227.086,35.9369
2023/09/17_02:12:52.480,480,227.207,227.194,525.185,227.2,35.9551,524.696,227.086,35.9369
2023/09/17_02:12:52.500,500,227.2,227.194,525.154,227.194,35.9551,524.681,227.073,35.9358
2023/09/17_02:12:52.520,520,227.194,227.187,525.154,227.187,35.9551,524.681,227.073,35.9358
2023/09/17_02:12:52.540,540,227.2,227.187,525.169,227.194,35.9551,524.696,227.08,35.9358
2023/09/17_02:12:52.560,560,227.194,227.18,525.154,227.187,35.954,524.681,227.073,35.9348
2023/09/17_02:12:52.580,580,227.174,227.174,525.108,227.174,35.9508,524.651,227.053,35.9326
2023/09/17_02:12:52.600,600,227.154,227.154,525.078,227.154,35.9487,524.605,227.033,35.9305
2023/09/17_02:12:52.620,620,227.147,227.147,525.063,227.14,35.9465,524.59,227.019,35.9284
2023/09/17_02:12:52.640,640,227.154,227.154,525.078,227.147,35.9476,524.605,227.026,35.9294
2023/09/17_02:12:52.660,660,227.167,227.154,525.078,227.154,35.9487,524.605,227.033,35.9294
2023/09/17_02:12:52.680,680,227.167,227.154,525.063,227.154,35.9487,524.59,227.039,35.9305
2023/09/17_02:12:52.700,700,227.167,227.16,525.078,227.16,35.9508,524.59,227.053,35.9316
2023/09/17_02:12:52.720,720,227.167,227.16,525.078,227.16,35.9497,524.59,227.046,35.9316
2023/09/17_02:12:52.740,740,227.147,227.14,525.032,227.14,35.9465,524.544,227.026,35.9273
2023/09/17_02:12:52.760,760,227.127,227.127,525.002,227.127,35.9433,524.529,227.013,35.9252
2023/09/17_02:12:52.780,780,227.127,227.12,525.017,227.127,35.9433,524.529,227.013,35.9252
2023/09/17_02:12:52.800,800,227.14,227.133,525.017,227.133,35.9455,524.529,227.013,35.9273
2023/09/17_02:12:52.820,820,227.14,227.133,525.017,227.133,35.9455,524.529,227.019,35.9273
2023/09/17_02:12:52.840,840,227.133,227.127,525.017,227.127,35.9433,524.529,227.013,35.9262
2023/09/17_02:12:52.860,860,227.14,227.127,525.017,227.127,35.9444,524.544,227.019,35.9262
2023/09/17_02:12:52.880,880,227.147,227.133,525.017,227.133,35.9465,524.544,227.026,35.9273
2023/09/17_02:12:52.900,900,227.14,227.127,525.002,227.12,35.9444,524.529,227.013,35.9252
2023/09/17_02:12:52.920,920,227.133,227.12,525.017,227.12,35.9433,524.544,227.006,35.9241
2023/09/17_02:12:52.940,940,227.133,227.12,525.017,227.12,35.9444,524.544,227.013,35.9252
2023/09/17_02:12:52.960,960,227.133,227.12,525.002,227.127,35.9444,524.513,227.013,35.9252
2023/09/17_02:12:52.980,980,227.127,227.106,524.971,227.113,35.9423,524.483,226.999,35.923
2023/09/17_02:12:53.0,0,227.113,227.106,524.971,227.106,35.9401,524.483,226.986,35.9209
2023/09/17_02:12:53.20,20,227.12,227.113,525.002,227.113,35.9412,524.513,226.992,35.922
2023/09/17_02:12:53.40,40,227.133,227.12,525.017,227.12,35.9423,524.529,227.006,35.923
2023/09/17_02:12:53.60,60,227.133,227.127,525.002,227.12,35.9433,524.513,227.006,35.9241
2023/09/17_02:12:53.80,80,227.086,227.08,524.941,227.073,35.9369,524.452,226.959,35.9177
2023/09/17_02:12:53.100,100,226.986,226.972,524.864,226.972,35.9177,524.391,226.858,35.8953
2023/09/17_02:12:53.120,120,227.006,226.986,524.88,226.986,35.9198,524.391,226.872,35.8985
2023/09/17_02:12:53.140,140,227.086,227.066,524.91,227.066,35.9358,524.422,226.952,35.9177
2023/09/17_02:12:53.160,160,227.1,227.086,524.941,227.086,35.9391,524.468,226.979,35.9188
2023/09/17_02:12:53.180,180,227.12,227.106,524.971,227.113,35.9412,524.513,226.999,35.9209
2023/09/17_02:12:53.200,200,227.12,227.113,524.986,227.113,35.9401,524.513,226.999,35.9209
2023/09/17_02:12:53.220,220,227.113,227.1,524.956,227.1,35.938,524.498,226.986,35.9198
2023/09/17_02:12:53.240,240,227.106,227.093,524.941,227.1,35.9391,524.468,226.986,35.9198
2023/09/17_02:12:53.260,260,227.106,227.1,524.956,227.1,35.9391,524.452,226.986,35.9198
2023/09/17_02:12:53.280,280,227.12,227.106,524.986,227.113,35.9391,524.483,226.992,35.9209
2023/09/17_02:12:53.300,300,227.12,227.106,524.986,227.113,35.9391,524.483,226.999,35.9209
2023/09/17_02:12:53.320,320,227.113,227.1,524.971,227.106,35.9401,524.468,226.986,35.9209
2023/09/17_02:12:53.340,340,227.127,227.113,524.986,227.12,35.9423,524.483,226.999,35.923
2023/09/17_02:12:53.360,360,227.14,227.127,525.017,227.127,35.9444,524.513,227.013,35.9252
2023/09/17_02:12:53.380,380,227.14,227.14,525.032,227.133,35.9444,524.529,227.019,35.9252
2023/09/17_02:12:53.400,400,227.133,227.127,525.017,227.127,35.9433,524.529,227.019,35.9252
2023/09/17_02:12:53.420,420,227.12,227.106,524.971,227.113,35.9412,524.483,226.999,35.923
2023/09/17_02:12:53.440,440,227.113,227.106,524.956,227.106,35.9401,524.483,226.992,35.9209
2023/09/17_02:12:53.460,460,227.12,227.106,524.956,227.106,35.9401,524.498,226.992,35.922
2023/09/17_02:12:53.480,480,227.12,227.113,524.971,227.106,35.9412,524.513,227.006,35.9241
2023/09/17_02:12:53.500,500,227.127,227.12,524.986,227.113,35.9433,524.529,227.006,35.9252
2023/09/17_02:12:53.520,520,227.08,227.073,524.941,227.066,35.938,524.483,226.952,35.9198
2023/09/17_02:12:53.540,540,226.986,226.979,524.864,226.972,35.9188,524.407,226.858,35.8963
2023/09/17_02:12:53.560,560,227.033,227.019,524.925,227.013,35.9262,524.452,226.912,35.9038
2023/09/17_02:12:53.580,580,227.14,227.12,525.017,227.12,35.9455,524.513,227.013,35.9273
2023/09/17_02:12:53.600,600,227.154,227.14,525.047,227.147,35.9497,524.544,227.039,35.9305
2023/09/17_02:12:53.620,620,227.174,227.154,525.078,227.167,35.9519,524.59,227.046,35.9326
2023/09/17_02:12:53.640,640,227.167,227.154,525.078,227.16,35.9487,524.59,227.039,35.9294
2023/09/17_02:12:53.660,660,227.147,227.133,525.017,227.133,35.9465,524.544,227.019,35.9273
2023/09/17_02:12:53.680,680,227.133,227.113,524.971,227.113,35.9444,524.483,227.006,35.9252
2023/09/17_02:12:53.700,700,227.12,227.106,524.941,227.1,35.9423,524.452,226.992,35.9241
2023/09/17_02:12:53.720,720,227.1,227.093,524.895,227.086,35.9391,524.422,226.972,35.9198
2023/09/17_02:12:53.740,740,227.086,227.073,524.849,227.073,35.9358,524.391,226.959,35.9166
2023/09/17_02:12:53.760,760,227.08,227.073,524.849,227.066,35.9358,524.391,226.952,35.9166
2023/09/17_02:12:53.780,780,227.093,227.08,524.895,227.08,35.9391,524.422,226.972,35.9209
2023/09/17_02:12:53.800,800,227.1,227.086,524.91,227.093,35.9401,524.452,226.979,35.923
