Time,Time(ms),North China.Guyuan/ Bus 4 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Bus 5 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 35kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 35kV Side/ Positive -Sequence Voltage Magnitude
2023/09/17_02:12:24.340,340,226.925,226.912,524.819,226.919,35.9102,524.345,226.798,35.8899
2023/09/17_02:12:24.360,360,226.979,226.966,524.895,226.966,35.9177,524.407,226.851,35.8985
2023/09/17_02:12:24.380,380,226.986,226.972,524.88,226.972,35.9198,524.407,226.858,35.9017
2023/09/17_02:12:24.400,400,226.979,226.972,524.88,226.972,35.9209,524.407,226.858,35.9017
2023/09/17_02:12:24.420,420,226.992,226.986,524.895,226.979,35.922,524.422,226.865,35.9027
2023/09/17_02:12:24.440,440,226.999,226.992,524.895,226.986,35.9209,524.422,226.872,35.9027
2023/09/17_02:12:24.460,460,226.999,226.986,524.895,226.992,35.922,524.422,226.878,35.9027
2023/09/17_02:12:24.480,480,226.999,226.992,524.895,226.992,35.923,524.422,226.872,35.9038
2023/09/17_02:12:24.500,500,226.979,226.972,524.834,226.972,35.9188,524.361,226.851,35.8995
2023/09/17_02:12:24.520,520,226.952,226.939,524.788,226.945,35.9123,524.315,226.825,35.8942
2023/09/17_02:12:24.540,540,226.932,226.919,524.773,226.919,35.9091,524.3,226.804,35.891
2023/09/17_02:12:24.560,560,226.905,226.892,524.742,226.892,35.9059,524.284,226.784,35.8878
2023/09/17_02:12:24.580,580,226.892,226.885,524.742,226.885,35.9049,524.284,226.771,35.8857
2023/09/17_02:12:24.600,600,226.898,226.892,524.773,226.898,35.9059,524.284,226.778,35.8878
2023/09/17_02:12:24.620,620,226.905,226.898,524.773,226.898,35.9059,524.3,226.778,35.8878
2023/09/17_02:12:24.640,640,226.912,226.898,524.773,226.898,35.9059,524.3,226.784,35.8867
2023/09/17_02:12:24.660,660,226.912,226.905,524.788,226.898,35.907,524.315,226.784,35.8889
2023/09/17_02:12:24.680,680,226.905,226.898,524.788,226.898,35.9049,524.3,226.778,35.8878
2023/09/17_02:12:24.700,700,226.905,226.892,524.773,226.892,35.9038,524.284,226.771,35.8867
2023/09/17_02:12:24.720,720,226.905,226.892,524.758,226.892,35.9038,524.269,226.778,35.8857
2023/09/17_02:12:24.740,740,226.798,226.784,524.666,226.784,35.8867,524.193,226.67,35.8686
2023/09/17_02:12:24.760,760,226.751,226.737,524.62,226.737,35.8803,524.162,226.623,35.8611
2023/09/17_02:12:24.780,780,226.858,226.845,524.742,226.845,35.8974,524.269,226.731,35.8771
2023/09/17_02:12:24.800,800,226.919,226.905,524.819,226.905,35.9049,524.33,226.791,35.8867
2023/09/17_02:12:24.820,820,226.912,226.898,524.773,226.905,35.9049,524.284,226.784,35.8867
2023/09/17_02:12:24.840,840,226.878,226.872,524.681,226.872,35.9027,524.208,226.751,35.8835
2023/09/17_02:12:24.860,860,226.872,226.865,524.696,226.865,35.9017,524.208,226.751,35.8835
2023/09/17_02:12:24.880,880,226.892,226.885,524.758,226.885,35.9027,524.269,226.771,35.8846
2023/09/17_02:12:24.900,900,226.885,226.885,524.742,226.878,35.9017,524.269,226.771,35.8835
2023/09/17_02:12:24.920,920,226.865,226.858,524.696,226.858,35.8995,524.208,226.744,35.8814
2023/09/17_02:12:24.940,940,226.845,226.838,524.635,226.838,35.8974,524.147,226.717,35.8792
2023/09/17_02:12:24.960,960,226.845,226.838,524.635,226.845,35.8963,524.147,226.724,35.8782
2023/09/17_02:12:24.980,980,226.858,226.845,524.666,226.845,35.8974,524.162,226.731,35.8792
2023/09/17_02:12:25.0,0,226.858,226.845,524.681,226.845,35.8985,524.193,226.737,35.8792
2023/09/17_02:12:25.20,20,226.865,226.858,524.696,226.858,35.9027,524.223,226.751,35.8835
2023/09/17_02:12:25.40,40,226.878,226.872,524.727,226.872,35.9038,524.254,226.757,35.8846
2023/09/17_02:12:25.60,60,226.878,226.878,524.742,226.872,35.9038,524.254,226.764,35.8835
2023/09/17_02:12:25.80,80,226.872,226.865,524.712,226.858,35.9017,524.223,226.751,35.8814
2023/09/17_02:12:25.100,100,226.865,226.858,524.681,226.851,35.9006,524.193,226.744,35.8814
2023/09/17_02:12:25.120,120,226.892,226.878,524.696,226.872,35.9049,524.223,226.764,35.8857
2023/09/17_02:12:25.140,140,226.905,226.892,524.727,226.892,35.9059,524.239,226.778,35.8867
2023/09/17_02:12:25.160,160,226.905,226.892,524.727,226.892,35.9059,524.254,226.778,35.8867
2023/09/17_02:12:25.180,180,226.898,226.885,524.712,226.892,35.9059,524.254,226.778,35.8878
2023/09/17_02:12:25.200,200,226.885,226.872,524.681,226.872,35.9049,524.208,226.764,35.8857
2023/09/17_02:12:25.220,220,226.865,226.851,524.62,226.858,35.9017,524.162,226.744,35.8824
2023/09/17_02:12:25.240,240,226.872,226.858,524.635,226.858,35.9017,524.162,226.744,35.8824
2023/09/17_02:12:25.260,260,226.885,226.878,524.666,226.878,35.9049,524.208,226.764,35.8857
2023/09/17_02:12:25.280,280,226.905,226.898,524.681,226.892,35.907,524.239,226.778,35.8878
2023/09/17_02:12:25.300,300,226.898,226.892,524.681,226.885,35.9059,524.208,226.771,35.8867
2023/09/17_02:12:25.320,320,226.885,226.872,524.666,226.872,35.9049,524.178,226.757,35.8857
2023/09/17_02:12:25.340,340,226.885,226.872,524.666,226.878,35.9038,524.178,226.757,35.8846
2023/09/17_02:12:25.360,360,226.878,226.878,524.651,226.878,35.9038,524.178,226.757,35.8857
2023/09/17_02:12:25.380,380,226.885,226.878,524.651,226.872,35.9049,524.178,226.757,35.8857
2023/09/17_02:12:25.400,400,226.885,226.872,524.666,226.878,35.9049,524.178,226.764,35.8867
2023/09/17_02:12:25.420,420,226.898,226.885,524.696,226.885,35.9059,524.193,226.778,35.8878
2023/09/17_02:12:25.440,440,226.905,226.898,524.712,226.892,35.9081,524.208,226.784,35.8889
2023/09/17_02:12:25.460,460,226.912,226.905,524.696,226.898,35.9091,524.223,226.791,35.891
2023/09/17_02:12:25.480,480,226.925,226.912,524.712,226.912,35.9102,524.239,226.798,35.8921
2023/09/17_02:12:25.500,500,226.939,226.925,524.727,226.919,35.9113,524.239,226.804,35.8931
2023/09/17_02:12:25.520,520,226.939,226.932,524.727,226.925,35.9134,524.223,226.818,35.8953
2023/09/17_02:12:25.540,540,226.939,226.925,524.712,226.925,35.9134,524.208,226.811,35.8953
2023/09/17_02:12:25.560,560,226.939,226.932,524.712,226.925,35.9145,524.239,226.811,35.8953
2023/09/17_02:12:25.580,580,226.952,226.939,524.758,226.939,35.9156,524.269,226.831,35.8974
2023/09/17_02:12:25.600,600,226.919,226.912,524.727,226.919,35.9123,524.254,226.804,35.8953
2023/09/17_02:12:25.620,620,226.811,226.804,524.666,226.811,35.891,524.193,226.697,35.8707
2023/09/17_02:12:25.640,640,226.865,226.851,524.742,226.851,35.8985,524.239,226.737,35.876
2023/09/17_02:12:25.660,660,226.966,226.952,524.788,226.952,35.9198,524.3,226.838,35.9006
2023/09/17_02:12:25.680,680,226.952,226.945,524.758,226.945,35.9166,524.284,226.831,35.8985
2023/09/17_02:12:25.700,700,226.959,226.952,524.773,226.952,35.9156,524.3,226.838,35.8974
2023/09/17_02:12:25.720,720,226.959,226.952,524.788,226.952,35.9145,524.3,226.838,35.8963
2023/09/17_02:12:25.740,740,226.966,226.959,524.773,226.959,35.9166,524.284,226.845,35.8985
2023/09/17_02:12:25.760,760,226.972,226.959,524.758,226.959,35.9188,524.269,226.845,35.8995
2023/09/17_02:12:25.780,780,226.979,226.966,524.788,226.966,35.9198,524.315,226.858,35.9006
2023/09/17_02:12:25.800,800,226.966,226.952,524.773,226.959,35.9177,524.3,226.845,35.8985
2023/09/17_02:12:25.820,820,226.932,226.919,524.712,226.925,35.9113,524.223,226.811,35.8942
2023/09/17_02:12:25.840,840,226.919,226.912,524.681,226.912,35.9102,524.193,226.798,35.8921
2023/09/17_02:12:25.860,860,226.919,226.912,524.666,226.912,35.9102,524.208,226.804,35.8921
2023/09/17_02:12:25.880,880,226.939,226.925,524.712,226.932,35.9123,524.239,226.818,35.8931
2023/09/17_02:12:25.900,900,226.959,226.945,524.758,226.945,35.9145,524.284,226.838,35.8953
2023/09/17_02:12:25.920,920,226.959,226.945,524.758,226.945,35.9156,524.3,226.838,35.8963
2023/09/17_02:12:25.940,940,226.952,226.945,524.758,226.939,35.9156,524.284,226.831,35.8963
2023/09/17_02:12:25.960,960,226.966,226.952,524.773,226.945,35.9156,524.3,226.831,35.8974
2023/09/17_02:12:25.980,980,226.972,226.959,524.788,226.959,35.9156,524.33,226.845,35.8974
2023/09/17_02:12:26.0,0,226.979,226.966,524.803,226.972,35.9177,524.345,226.858,35.8995
2023/09/17_02:12:26.20,20,226.966,226.959,524.788,226.959,35.9156,524.315,226.838,35.8974
2023/09/17_02:12:26.40,40,226.919,226.912,524.712,226.905,35.9102,524.254,226.798,35.8921
2023/09/17_02:12:26.60,60,226.811,226.811,524.635,226.804,35.8899,524.178,226.69,35.8686
2023/09/17_02:12:26.80,80,226.838,226.831,524.681,226.831,35.8931,524.193,226.717,35.8718
2023/09/17_02:12:26.100,100,226.939,226.925,524.727,226.925,35.9134,524.223,226.818,35.8953
2023/09/17_02:12:26.120,120,226.925,226.919,524.681,226.919,35.9113,524.193,226.811,35.8931
2023/09/17_02:12:26.140,140,226.925,226.912,524.681,226.912,35.9102,524.193,226.804,35.8921
2023/09/17_02:12:26.160,160,226.939,226.932,524.712,226.932,35.9123,524.239,226.818,35.8931
2023/09/17_02:12:26.180,180,226.952,226.945,524.742,226.945,35.9156,524.269,226.831,35.8974
2023/09/17_02:12:26.200,200,226.959,226.952,524.742,226.952,35.9177,524.269,226.838,35.8985
2023/09/17_02:12:26.220,220,226.952,226.945,524.727,226.945,35.9166,524.254,226.825,35.8974
2023/09/17_02:12:26.240,240,226.945,226.939,524.742,226.939,35.9134,524.239,226.818,35.8953
2023/09/17_02:12:26.260,260,226.959,226.952,524.773,226.952,35.9156,524.269,226.838,35.8974
2023/09/17_02:12:26.280,280,226.952,226.945,524.758,226.945,35.9156,524.254,226.831,35.8974
2023/09/17_02:12:26.300,300,226.939,226.925,524.727,226.932,35.9145,524.223,226.818,35.8953
2023/09/17_02:12:26.320,320,226.925,226.912,524.681,226.912,35.9113,524.178,226.804,35.8921
2023/09/17_02:12:26.340,340,226.919,226.912,524.666,226.912,35.9102,524.162,226.798,35.891
2023/09/17_02:12:26.360,360,226.939,226.932,524.712,226.932,35.9134,524.208,226.818,35.8953
2023/09/17_02:12:26.380,380,226.952,226.939,524.727,226.945,35.9156,524.239,226.825,35.8974
2023/09/17_02:12:26.400,400,226.932,226.912,524.666,226.919,35.9123,524.193,226.804,35.8942
2023/09/17_02:12:26.420,420,226.905,226.898,524.635,226.898,35.9081,524.147,226.784,35.8889
2023/09/17_02:12:26.440,440,226.912,226.898,524.651,226.898,35.9081,524.162,226.784,35.8899
2023/09/17_02:12:26.460,460,226.919,226.912,524.651,226.912,35.9113,524.178,226.798,35.8931
2023/09/17_02:12:26.480,480,226.845,226.838,524.574,226.831,35.8985,524.101,226.724,35.8814
2023/09/17_02:12:26.500,500,226.791,226.778,524.498,226.778,35.8889,524.04,226.67,35.8707
2023/09/17_02:12:26.520,520,226.858,226.845,524.559,226.845,35.9006,524.086,226.731,35.8803
2023/09/17_02:12:26.540,540,226.892,226.892,524.605,226.885,35.9059,524.132,226.778,35.8878
2023/09/17_02:12:26.560,560,226.892,226.885,524.59,226.878,35.9059,524.117,226.771,35.8878
2023/09/17_02:12:26.580,580,226.885,226.878,524.59,226.872,35.9059,524.117,226.764,35.8878
2023/09/17_02:12:26.600,600,226.898,226.892,524.62,226.885,35.9081,524.162,226.778,35.8889
2023/09/17_02:12:26.620,620,226.919,226.905,524.651,226.905,35.9091,524.193,226.798,35.8921
2023/09/17_02:12:26.640,640,226.912,226.898,524.62,226.898,35.9081,524.147,226.784,35.891
2023/09/17_02:12:26.660,660,226.912,226.905,524.635,226.905,35.9102,524.162,226.791,35.8921
2023/09/17_02:12:26.680,680,226.939,226.925,524.681,226.925,35.9145,524.239,226.818,35.8963
2023/09/17_02:12:26.700,700,226.959,226.939,524.742,226.945,35.9156,524.284,226.831,35.8974
2023/09/17_02:12:26.720,720,226.959,226.945,524.742,226.939,35.9156,524.284,226.831,35.8974
2023/09/17_02:12:26.740,740,226.945,226.939,524.712,226.939,35.9145,524.239,226.818,35.8963
2023/09/17_02:12:26.760,760,226.952,226.939,524.696,226.939,35.9156,524.239,226.825,35.8974
2023/09/17_02:12:26.780,780,226.952,226.939,524.727,226.945,35.9156,524.254,226.825,35.8974
2023/09/17_02:12:26.800,800,226.952,226.939,524.758,226.945,35.9145,524.284,226.831,35.8963
2023/09/17_02:12:26.820,820,226.939,226.932,524.727,226.932,35.9134,524.239,226.818,35.8942
2023/09/17_02:12:26.840,840,226.925,226.912,524.666,226.912,35.9102,524.193,226.804,35.8921
2023/09/17_02:12:26.860,860,226.919,226.912,524.681,226.912,35.9102,524.193,226.804,35.891
2023/09/17_02:12:26.880,880,226.939,226.925,524.727,226.932,35.9123,524.239,226.818,35.8931
2023/09/17_02:12:26.900,900,226.959,226.945,524.758,226.952,35.9145,524.284,226.831,35.8963
2023/09/17_02:12:26.920,920,226.865,226.858,524.681,226.858,35.9006,524.208,226.737,35.8814
2023/09/17_02:12:26.940,940,226.811,226.798,524.635,226.798,35.8921,524.147,226.684,35.8707
2023/09/17_02:12:26.960,960,226.905,226.892,524.712,226.898,35.907,524.239,226.784,35.8867
2023/09/17_02:12:26.980,980,226.966,226.952,524.773,226.959,35.9156,524.284,226.845,35.8963
2023/09/17_02:12:27.0,0,226.966,226.959,524.773,226.959,35.9166,524.284,226.845,35.8985
2023/09/17_02:12:27.20,20,226.966,226.952,524.727,226.952,35.9177,524.254,226.838,35.8995
2023/09/17_02:12:27.40,40,226.952,226.939,524.712,226.945,35.9145,524.239,226.825,35.8963
2023/09/17_02:12:27.60,60,226.952,226.939,524.742,226.945,35.9123,524.239,226.831,35.8942
2023/09/17_02:12:27.80,80,226.939,226.925,524.696,226.932,35.9091,524.208,226.811,35.8921
2023/09/17_02:12:27.100,100,226.919,226.905,524.651,226.912,35.9081,524.162,226.798,35.8899
2023/09/17_02:12:27.120,120,226.912,226.905,524.651,226.898,35.9081,524.162,226.791,35.891
2023/09/17_02:12:27.140,140,226.919,226.905,524.651,226.905,35.9081,524.162,226.798,35.891
2023/09/17_02:12:27.160,160,226.925,226.912,524.666,226.919,35.9091,524.178,226.804,35.8899
2023/09/17_02:12:27.180,180,226.912,226.905,524.635,226.898,35.9081,524.162,226.791,35.8889
2023/09/17_02:12:27.200,200,226.892,226.892,524.605,226.885,35.9059,524.117,226.778,35.8878
2023/09/17_02:12:27.220,220,226.898,226.892,524.605,226.892,35.907,524.117,226.778,35.8878
2023/09/17_02:12:27.240,240,226.905,226.892,524.59,226.892,35.9059,524.117,226.771,35.8857
2023/09/17_02:12:27.260,260,226.905,226.892,524.59,226.892,35.9049,524.117,226.778,35.8867
2023/09/17_02:12:27.280,280,226.905,226.885,524.59,226.892,35.9059,524.117,226.778,35.8878
2023/09/17_02:12:27.300,300,226.898,226.885,524.574,226.885,35.9059,524.086,226.771,35.8878
2023/09/17_02:12:27.320,320,226.898,226.885,524.574,226.885,35.9059,524.101,226.771,35.8878
2023/09/17_02:12:27.340,340,226.898,226.892,524.574,226.885,35.9059,524.101,226.778,35.8878
2023/09/17_02:12:27.360,360,226.905,226.892,524.59,226.892,35.907,524.117,226.778,35.8889
2023/09/17_02:12:27.380,380,226.905,226.892,524.574,226.892,35.9081,524.086,226.778,35.8889
2023/09/17_02:12:27.400,400,226.885,226.878,524.544,226.878,35.9059,524.086,226.764,35.8867
2023/09/17_02:12:27.420,420,226.885,226.872,524.544,226.872,35.9038,524.086,226.764,35.8857
2023/09/17_02:12:27.440,440,226.892,226.878,524.559,226.878,35.9049,524.086,226.764,35.8857
2023/09/17_02:12:27.460,460,226.892,226.885,524.59,226.885,35.9059,524.117,226.771,35.8878
2023/09/17_02:12:27.480,480,226.898,226.885,524.605,226.892,35.907,524.132,226.778,35.8889
2023/09/17_02:12:27.500,500,226.898,226.878,524.605,226.885,35.907,524.117,226.771,35.8867
2023/09/17_02:12:27.520,520,226.898,226.885,524.605,226.885,35.907,524.132,226.771,35.8878
2023/09/17_02:12:27.540,540,226.892,226.885,524.574,226.885,35.9059,524.101,226.771,35.8878
2023/09/17_02:12:27.560,560,226.898,226.892,524.59,226.892,35.907,524.101,226.778,35.8889
2023/09/17_02:12:27.580,580,226.919,226.905,524.62,226.905,35.9102,524.147,226.791,35.8921
2023/09/17_02:12:27.600,600,226.912,226.905,524.62,226.905,35.9091,524.147,226.791,35.8921
2023/09/17_02:12:27.620,620,226.912,226.898,524.605,226.898,35.9081,524.147,226.784,35.891
2023/09/17_02:12:27.640,640,226.905,226.898,524.605,226.892,35.9081,524.132,226.784,35.8899
2023/09/17_02:12:27.660,660,226.905,226.898,524.605,226.892,35.9081,524.132,226.784,35.8899
2023/09/17_02:12:27.680,680,226.912,226.905,524.62,226.898,35.9091,524.147,226.791,35.891
2023/09/17_02:12:27.700,700,226.912,226.905,524.605,226.892,35.9081,524.132,226.784,35.8899
2023/09/17_02:12:27.720,720,226.892,226.885,524.559,226.872,35.9049,524.086,226.764,35.8878
2023/09/17_02:12:27.740,740,226.898,226.885,524.59,226.885,35.907,524.101,226.771,35.8878
2023/09/17_02:12:27.760,760,226.905,226.892,524.62,226.892,35.9081,524.147,226.784,35.8889
2023/09/17_02:12:27.780,780,226.898,226.885,524.651,226.885,35.9081,524.162,226.778,35.891
2023/09/17_02:12:27.800,800,226.804,226.798,524.59,226.798,35.8899,524.117,226.677,35.8696
2023/09/17_02:12:27.820,820,226.831,226.811,524.605,226.818,35.8931,524.117,226.697,35.8718
2023/09/17_02:12:27.840,840,226.932,226.919,524.681,226.919,35.9145,524.193,226.804,35.8953
2023/09/17_02:12:27.860,860,226.939,226.932,524.696,226.932,35.9145,524.208,226.818,35.8953
2023/09/17_02:12:27.880,880,226.945,226.939,524.712,226.939,35.9134,524.223,226.825,35.8963
2023/09/17_02:12:27.900,900,226.945,226.939,524.696,226.939,35.9123,524.208,226.825,35.8953
2023/09/17_02:12:27.920,920,226.925,226.925,524.666,226.925,35.9113,524.162,226.804,35.8931
2023/09/17_02:12:27.940,940,226.925,226.919,524.651,226.919,35.9113,524.162,226.804,35.8931
2023/09/17_02:12:27.960,960,226.932,226.919,524.651,226.919,35.9113,524.162,226.804,35.8921
2023/09/17_02:12:27.980,980,226.919,226.912,524.651,226.905,35.9091,524.132,226.791,35.8899
2023/09/17_02:12:28.0,0,226.912,226.905,524.635,226.905,35.9081,524.147,226.791,35.8899
2023/09/17_02:12:28.20,20,226.925,226.912,524.651,226.919,35.9102,524.162,226.798,35.8921
2023/09/17_02:12:28.40,40,226.932,226.919,524.651,226.919,35.9113,524.178,226.804,35.8921
2023/09/17_02:12:28.60,60,226.925,226.912,524.651,226.912,35.9091,524.178,226.798,35.8889
2023/09/17_02:12:28.80,80,226.919,226.905,524.651,226.905,35.907,524.178,226.798,35.8878
2023/09/17_02:12:28.100,100,226.925,226.905,524.635,226.905,35.9081,524.162,226.798,35.8889
2023/09/17_02:12:28.120,120,226.905,226.892,524.59,226.892,35.9059,524.117,226.784,35.8878
2023/09/17_02:12:28.140,140,226.892,226.878,524.559,226.872,35.9038,524.071,226.764,35.8846
2023/09/17_02:12:28.160,160,226.885,226.878,524.544,226.872,35.9027,524.071,226.757,35.8835
2023/09/17_02:12:28.180,180,226.878,226.878,524.544,226.865,35.9027,524.086,226.751,35.8846
2023/09/17_02:12:28.200,200,226.892,226.885,524.559,226.878,35.9049,524.101,226.764,35.8867
2023/09/17_02:12:28.220,220,226.885,226.878,524.574,226.878,35.9059,524.101,226.764,35.8889
2023/09/17_02:12:28.240,240,226.778,226.778,524.513,226.778,35.8846,524.04,226.657,35.8632
2023/09/17_02:12:28.260,260,226.791,226.784,524.529,226.791,35.8867,524.071,226.67,35.8632
2023/09/17_02:12:28.280,280,226.898,226.892,524.59,226.892,35.9081,524.117,226.778,35.8878
2023/09/17_02:12:28.300,300,226.905,226.898,524.59,226.905,35.9081,524.132,226.784,35.8889
2023/09/17_02:12:28.320,320,226.919,226.912,524.635,226.912,35.9081,524.147,226.798,35.8889
2023/09/17_02:12:28.340,340,226.919,226.905,524.635,226.905,35.9059,524.147,226.798,35.8889
2023/09/17_02:12:28.360,360,226.905,226.892,524.59,226.898,35.9059,524.132,226.778,35.8878
2023/09/17_02:12:28.380,380,226.892,226.878,524.574,226.878,35.9049,524.101,226.764,35.8867
2023/09/17_02:12:28.400,400,226.885,226.872,524.559,226.872,35.9027,524.086,226.757,35.8846
2023/09/17_02:12:28.420,420,226.872,226.858,524.529,226.858,35.8985,524.056,226.737,35.8803
2023/09/17_02:12:28.440,440,226.865,226.858,524.529,226.858,35.8995,524.04,226.737,35.8814
2023/09/17_02:12:28.460,460,226.878,226.872,524.529,226.865,35.9027,524.04,226.751,35.8846
2023/09/17_02:12:28.480,480,226.872,226.872,524.513,226.865,35.9027,524.04,226.751,35.8835
2023/09/17_02:12:28.500,500,226.878,226.872,524.529,226.865,35.9017,524.04,226.757,35.8824
2023/09/17_02:12:28.520,520,226.878,226.865,524.529,226.872,35.9017,524.04,226.757,35.8824
2023/09/17_02:12:28.540,540,226.878,226.865,524.529,226.872,35.9027,524.04,226.757,35.8846
2023/09/17_02:12:28.560,560,226.885,226.878,524.544,226.878,35.9059,524.04,226.764,35.8878
2023/09/17_02:12:28.580,580,226.892,226.885,524.544,226.885,35.907,524.056,226.771,35.8878
2023/09/17_02:12:28.600,600,226.892,226.878,524.559,226.892,35.9059,524.086,226.771,35.8878
2023/09/17_02:12:28.620,620,226.892,226.878,524.59,226.885,35.9049,524.101,226.771,35.8878
2023/09/17_02:12:28.640,640,226.892,226.878,524.574,226.885,35.9059,524.101,226.764,35.8867
2023/09/17_02:12:28.660,660,226.885,226.872,524.559,226.872,35.9049,524.071,226.757,35.8857
2023/09/17_02:12:28.680,680,226.872,226.858,524.544,226.865,35.9027,524.04,226.751,35.8835
2023/09/17_02:12:28.700,700,226.865,226.851,524.513,226.858,35.9006,524.01,226.744,35.8824
2023/09/17_02:12:28.720,720,226.865,226.838,524.498,226.851,35.8995,524.01,226.737,35.8824
2023/09/17_02:12:28.740,740,226.851,226.838,524.483,226.845,35.8985,523.995,226.731,35.8814
2023/09/17_02:12:28.760,760,226.845,226.831,524.483,226.831,35.8985,523.979,226.717,35.8803
2023/09/17_02:12:28.780,780,226.845,226.838,524.483,226.831,35.8974,523.995,226.717,35.8792
2023/09/17_02:12:28.800,800,226.845,226.838,524.468,226.838,35.8974,523.979,226.717,35.8792
2023/09/17_02:12:28.820,820,226.851,226.838,524.468,226.838,35.8985,523.979,226.724,35.8803
2023/09/17_02:12:28.840,840,226.851,226.845,524.468,226.838,35.8995,523.995,226.724,35.8814
2023/09/17_02:12:28.860,860,226.845,226.838,524.452,226.831,35.8974,523.979,226.724,35.8792
2023/09/17_02:12:28.880,880,226.838,226.825,524.422,226.825,35.8963,523.949,226.71,35.8782
2023/09/17_02:12:28.900,900,226.831,226.818,524.422,226.818,35.8953,523.934,226.704,35.8782
2023/09/17_02:12:28.920,920,226.825,226.811,524.407,226.811,35.8953,523.934,226.697,35.8771
2023/09/17_02:12:28.940,940,226.818,226.804,524.391,226.804,35.8942,523.934,226.69,35.875
2023/09/17_02:12:28.960,960,226.818,226.811,524.391,226.811,35.8942,523.934,226.69,35.875
2023/09/17_02:12:28.980,980,226.825,226.811,524.407,226.818,35.8942,523.949,226.704,35.876
2023/09/17_02:12:29.0,0,226.825,226.811,524.407,226.811,35.8942,523.949,226.704,35.876
2023/09/17_02:12:29.20,20,226.825,226.811,524.407,226.811,35.8953,523.949,226.697,35.876
2023/09/17_02:12:29.40,40,226.818,226.798,524.391,226.804,35.8931,523.949,226.69,35.8739
2023/09/17_02:12:29.60,60,226.804,226.784,524.345,226.791,35.891,523.903,226.677,35.8718
2023/09/17_02:12:29.80,80,226.804,226.791,524.361,226.791,35.891,523.903,226.677,35.8718
2023/09/17_02:12:29.100,100,226.71,226.704,524.3,226.697,35.8771,523.842,226.583,35.8568
2023/09/17_02:12:29.120,120,226.643,226.637,524.254,226.63,35.8654,523.781,226.516,35.844
2023/09/17_02:12:29.140,140,226.724,226.71,524.315,226.71,35.8771,523.827,226.59,35.8579
2023/09/17_02:12:29.160,160,226.771,226.757,524.345,226.757,35.8835,523.857,226.643,35.8654
2023/09/17_02:12:29.180,180,226.784,226.778,524.376,226.771,35.8878,523.888,226.663,35.8686
2023/09/17_02:12:29.200,200,226.811,226.811,524.407,226.804,35.8942,523.949,226.697,35.875
2023/09/17_02:12:29.220,220,226.831,226.825,524.422,226.825,35.8963,523.949,226.717,35.8771
2023/09/17_02:12:29.240,240,226.818,226.811,524.407,226.804,35.8921,523.903,226.697,35.8718
2023/09/17_02:12:29.260,260,226.791,226.784,524.361,226.778,35.8867,523.857,226.67,35.8675
2023/09/17_02:12:29.280,280,226.771,226.764,524.315,226.764,35.8857,523.827,226.657,35.8664
2023/09/17_02:12:29.300,300,226.784,226.778,524.345,226.771,35.8878,523.857,226.657,35.8686
2023/09/17_02:12:29.320,320,226.798,226.798,524.391,226.791,35.8899,523.903,226.684,35.8718
2023/09/17_02:12:29.340,340,226.804,226.804,524.407,226.798,35.891,523.918,226.69,35.8718
2023/09/17_02:12:29.360,360,226.811,226.804,524.391,226.804,35.8921,523.903,226.684,35.8728
2023/09/17_02:12:29.380,380,226.818,226.804,524.391,226.811,35.8942,523.918,226.69,35.875
2023/09/17_02:12:29.400,400,226.818,226.811,524.391,226.811,35.8942,523.918,226.697,35.875
2023/09/17_02:12:29.420,420,226.818,226.804,524.407,226.804,35.8921,523.918,226.697,35.8739
2023/09/17_02:12:29.440,440,226.811,226.798,524.391,226.804,35.8899,523.918,226.69,35.8728
2023/09/17_02:12:29.460,460,226.811,226.804,524.391,226.804,35.8899,523.903,226.69,35.8728
2023/09/17_02:12:29.480,480,226.811,226.811,524.391,226.811,35.8931,523.918,226.697,35.8739
2023/09/17_02:12:29.500,500,226.825,226.818,524.407,226.818,35.8942,523.918,226.704,35.875
2023/09/17_02:12:29.520,520,226.818,226.811,524.391,226.811,35.8931,523.918,226.697,35.8739
2023/09/17_02:12:29.540,540,226.798,226.784,524.345,226.791,35.8889,523.872,226.677,35.8707
2023/09/17_02:12:29.560,560,226.784,226.771,524.33,226.771,35.8867,523.842,226.663,35.8686
2023/09/17_02:12:29.580,580,226.791,226.778,524.345,226.778,35.8878,523.872,226.663,35.8696
2023/09/17_02:12:29.600,600,226.798,226.791,524.361,226.784,35.8889,523.888,226.67,35.8707
2023/09/17_02:12:29.620,620,226.798,226.791,524.376,226.791,35.8889,523.903,226.677,35.8707
2023/09/17_02:12:29.640,640,226.804,226.791,524.376,226.791,35.8899,523.903,226.684,35.8718
2023/09/17_02:12:29.660,660,226.818,226.804,524.391,226.804,35.8931,523.918,226.69,35.8739
2023/09/17_02:12:29.680,680,226.818,226.798,524.376,226.804,35.8921,523.918,226.69,35.8739
